Gene name,GBM12-EV,GBM12_shPDK1,GBM12_shPDK1 set2
ZNF479,0.17,0.15,0.25
GUSBP10,0.01,0,0
ZNF716,0.44,0.45,0.45
ZNF733P,0.01,0,0
LOC100506050,0,0,0
ZNF727,0.27,0.03,0.01
ZNF679,0.33,0.26,0.47
ZNF736,2.82,1.44,1.99
AK123141,1.75,0.94,1.27
LOC649395,0.14,0.11,0.12
ZNF680,6.4,4.06,6.1
ZNF680,1.34,1.35,1.64
ZNF107,2.42,1.12,2.38
ZNF107,2.53,1.17,2.48
BC053669,0.29,0.13,0.35
ZNF138,4.04,2.42,4.71
ZNF138,3.94,2.3,4.57
ZNF138,4.23,2.51,4.95
ZNF138,4.15,2.47,4.82
ZNF138,4.37,2.57,5.04
ZNF138,4.25,2.49,4.9
ZNF138,4.2,2.47,4.85
ZNF138,4.45,2.64,5.15
ZNF138,0.33,0.32,0.35
AK097702,0.05,0.07,0.11
ZNF273,2.25,1.67,2.48
ZNF273,2.29,1.34,2.95
ZNF273,2.07,1.16,2.33
ZNF273,2.12,1.17,2.34
ZNF273,2.09,1.34,2.92
ZNF117,3.69,3.01,2.55
ERV3-1,2.06,2.03,1.5
ERV3-1,2.38,2.33,1.63
ERV3-1,0.4,0.43,0.55
CCT6P3,0.59,0.43,0.6
CCT6P3,0.66,0.69,0.71
BC044608,0.26,0.11,0.14
INTS4,0.29,0.41,0.37
AK057766,0.28,0.18,0.17
ZNF92,6.19,3.79,8.11
ZNF92,6.18,3.85,8.17
ZNF92,6.23,3.81,8.1
ZNF92,6.25,3.89,8.25
ZNF92,6.15,3.65,7.99
ZNF92,4.61,3.29,5.99
LOC441242,0.26,0.35,0.4
INTS4L2,0.24,0.32,0.32
LOC441242,1.14,1.27,0.93
CCT6P1,1.64,1.58,2.59
CCT6P1,1.81,1.83,2.82
CCT6P1,1.89,1.86,3.03
SNORA22,0.4,0.42,0.43
VKORC1L1,17.71,10.62,14.04
VKORC1L1,17.08,10.44,13.32
DQ594001,14.7,10.16,10.79
GUSB,16.57,21.21,24.95
GUSB,15.44,19.67,23.03
GUSB,8.75,11.75,12.65
ASL,3.96,3.17,3.05
ASL,5.73,4.47,3.98
ASL,3.1,2.63,2.33
ASL,3.75,3.02,2.88
ASL,5.49,4.3,3.82
ASL,5.18,4.08,3.63
ASL,5.07,3.88,3.6
CRCP,13.84,9.65,12.43
CRCP,14.54,10.06,12.97
CRCP,14.57,10.23,13.09
CRCP,14.45,10.1,12.96
CRCP,14.39,10.26,13.04
TPST1,4.78,7.62,7.03
TPST1,10.28,15.3,14.76
LINC00174,0.32,0.41,0.24
LOC493754,1.33,1.3,1.15
LOC493754,2.53,2.24,2.47
LOC493754,3.14,2.76,3.86
KCTD7,5.85,3.04,3.63
KCTD7,6.12,3.24,3.85
RABGEF1,8.85,9.37,9.81
RABGEF1,10.07,10.4,10.73
RABGEF1,10.97,11.64,12.26
RABGEF1,10.04,10.49,10.78
RABGEF1,10.4,11.14,11.73
RABGEF1,10.26,10.93,11.53
GTF2IRD1P1,5.71,5.96,6.67
TMEM248,29.3,22.28,22.81
TMEM248,27.51,20.41,21.03
SBDS,44.69,46.78,40.41
TYW1,4.29,3.95,4.38
TYW1,4.17,3.82,4.16
TYW1,4.03,3.61,3.79
PMS2P4,1.16,1.09,1.26
PMS2P4,1.53,1.32,1.52
BC006435,0.07,0.11,0.08
PMS2P4,1.41,1.18,1.42
PMS2P4,1.79,1.46,1.71
PMS2P4,1.35,1.16,1.28
STAG3L4,4.41,3.57,5.31
STAG3L4,4.7,3.87,5.76
BC017910,0.27,0.4,0.71
AUTS2,3.77,3.56,3.38
AUTS2,11.13,10.12,8.64
AUTS2,11.08,10.16,8.68
AUTS2,12.89,11.43,9.67
WBSCR17,0.01,0,0.02
WBSCR17,0.02,0,0.02
CALN1,0.03,0.03,0.02
CALN1,0.03,0.03,0.02
CALN1,0.03,0.03,0.02
TYW1B,1.22,1,0.93
TYW1B,0.83,0.71,0.83
TYW1B,1.19,1.03,1.06
TYW1B,1,0.61,0.64
SBDSP1,8.6,9.08,9.84
SBDSP1,8.93,8.61,9.54
SBDSP1,11.47,11.31,11.94
SBDSP1,11.86,11.24,11.94
SPDYE7P,0.44,0.31,0.32
POM121,5.02,4.21,3.76
POM121,6.98,5.99,5.88
POM121,6.85,6.05,5.78
NSUN5P2,3.4,2.33,1.77
NSUN5P2,2.49,1.64,1.28
NSUN5P2,2.32,1.59,1.23
NSUN5P2,2.35,1.64,1.29
NSUN5P2,2.91,2.03,1.51
NSUN5P2,3.03,2,1.55
NSUN5P2,3.05,1.92,1.43
NSUN5P2,0.21,0.13,0.08
TRIM74,0.05,0.04,0.06
TRIM74,0.07,0.05,0.06
BC073780,0.05,0.04,0.04
STAG3L3,0.08,0.06,0.05
LOC541473,0,0.03,0
LOC541473,0,0.03,0
FKBP6,0,0,0.01
STAG3L3,0.11,0.1,0.11
STAG3L3,0.54,0.53,0.47
STAG3L3,0.59,0.58,0.55
STAG3L3,0.61,0.6,0.58
STAG3L3,0.25,0.22,0.18
PMS2L2,0.32,0.38,0.38
PMS2L2,0.08,0.16,0.09
PMS2L2,0.06,0.14,0.07
PMS2L2,0.26,0.25,0.22
PMS2L2,0.07,0.16,0.14
PMS2L2,0.21,0.3,0.29
SPDYE8P,0.09,0.14,0.1
SPDYE8P,0.09,0.14,0.11
SPDYE8P,0.07,0.1,0.08
PMS2L2,0.06,0.15,0.06
BC047594,0.1,0.15,0.11
BC110795,0.1,0.16,0.12
LOC100093631,0.82,0.83,1.01
LOC100093631,0.81,0.83,0.99
NCF1,3.07,4.34,3.09
GTF2IRD2P1,0.04,0.06,0.04
BC018166,1.54,1.76,2.03
AK127026,0.09,0.07,0.06
NSUN5,1.45,0.63,0.87
NSUN5,1.49,0.63,0.93
NSUN5,1.41,0.63,0.85
NSUN5,1.31,0.59,0.78
TRIM50,0.01,0,0
TRIM50,0.01,0,0
TRIM50,0.01,0,0
FKBP6,0,0,0.01
FKBP6,0,0,0.01
FZD9,0.04,0.08,0.26
BAZ1B,24.03,24.45,26.08
BC050599,19.58,20.43,21.93
BCL7B,13.36,8.47,10.26
BCL7B,11.99,7.51,9.17
BCL7B,14.9,9.28,11.55
BCL7B,15.33,9.48,11.93
BCL7B,13.92,8.72,10.55
TBL2,13.69,13.77,16.97
TBL2,13.4,13.32,16.57
TBL2,12.85,12.84,15.83
TBL2,13.08,13.09,16.21
TBL2,12.9,12.74,15.94
MLXIPL,0.23,1.23,1.29
MLXIPL,0.24,1.12,1.12
MLXIPL,0.24,1.18,1.17
MLXIPL,0.24,1.18,1.18
MLXIPL,0.24,1.23,1.22
MLXIPL,0.23,1.22,1.19
MLXIPL,0.22,1.14,1.04
MLXIPL,2.02,3,2.57
VPS37D,9.72,6.84,13.95
DNAJC30,3.63,1.53,1.68
WBSCR22,17.86,7.76,11.43
WBSCR22,32.83,13.7,21.5
WBSCR22,30.25,11.99,19.15
WBSCR22,35.93,14.48,23.12
WBSCR22,34.04,13.85,21.83
WBSCR22,7.98,4.2,5.69
STX1A,14.8,18.18,19.73
STX1A,15.18,18.76,20.33
STX1A,13.75,17.48,19.5
MIR4284,0,0,0.19
LINC00035,0.47,0.32,0.16
ABHD11,7.84,6.72,6.45
ABHD11,8.23,7.01,6.73
ABHD11,8.19,6.82,6.32
ABHD11,7.8,6.64,6.3
ABHD11,3.41,2.97,3.18
CLDN3,0.35,0.04,0.59
hCPE-R,0.19,0.95,0.53
CLDN4,0.18,0.91,0.53
WBSCR27,0.27,0.58,0.2
WBSCR27,0.19,0.18,0.21
WBSCR28,0,0.05,0.12
WBSCR28,0,0.04,0.1
ELN,15.83,47.18,25.39
ELN,22.79,67.95,36.08
ELN,22.01,65.67,35.06
ELN,20.99,62.34,33.33
ELN,23.08,68.27,36.63
ELN,21.98,65.66,35.04
ELN,22.78,67.32,36.03
ELN,23.87,70.74,37.77
ELN,22.96,68.52,36.59
ELN,22.63,67.44,35.87
ELN,22.8,68.01,36.38
ELN,23.05,68.46,36.63
ELN,22.67,67.54,35.91
ELN,22.68,67.1,35.66
ELN,22.47,66.83,35.48
ELN,23.3,69.31,36.87
LIMK1,18.91,25.49,27.71
LIMK1,18.55,24.93,27.23
LIMK1,18.43,24.84,26.82
LIMK1,5.8,7.77,8.11
EIF4H,42.87,44.5,49.01
EIF4H,73.49,73.04,83.72
EIF4H,74.94,74.6,85.18
MIR590,0.4,0.15,0.15
LAT2,0.26,0.07,0.11
LAT2,0.27,0.07,0.12
LAT2,0.29,0.07,0.12
LAT2,0.29,0.06,0.13
RFC2,20.15,9.01,13.41
RFC2,19.19,8.77,13.07
CLIP2,47.95,43.15,47.59
CLIP2,48.94,44.11,48.62
CLIP2,43.29,40.78,44.59
GTF2IRD1,12.48,22.16,20.31
GTF2IRD1,13.01,23.24,21.26
GTF2IRD1,12.73,22.76,20.8
GTF2IRD1,7.84,13.74,12.38
GTF2I,44.24,40.13,35.96
GTF2I,16.11,14.08,13.26
GTF2I,16.27,14.32,13.03
GTF2I,16.6,14.93,13.65
GTF2I,16.11,14.25,12.98
GTF2I,16.77,15.17,13.46
BC070376,2.36,2.33,2.12
GTF2I,0.37,0.34,0.29
NCF1,0.01,0,0
NCF1,0.01,0,0
GTF2IRD2,0.18,0.14,0.11
GTF2IRD2,0.12,0.09,0.07
GTF2IRD2,0.18,0.25,0.19
GTF2IRD2,0.58,0.52,0.38
GTF2IRD2,1.02,1.41,1.16
GTF2IRD2,0.45,0.48,0.27
GTF2IRD2,0.22,0.19,0.22
STAG3L2,1.76,1.32,1.47
STAG3L2,1.75,1.46,1.41
STAG3L2,0.68,0.47,0.45
STAG3L2,0.98,0.74,0.81
STAG3L2,0.66,0.5,0.37
PMS2P5,1.09,0.74,0.82
PMS2P5,1.12,0.73,0.87
PMS2P5,0.96,0.6,0.7
PMS2P5,0.34,0.38,0.34
AK095583,0.36,0.53,0.4
AL832384,0.45,0.64,0.48
WBSCR16,1.85,1.34,1.55
WBSCR16,5.23,3.77,4.13
WBSCR16,5.69,4.12,4.56
GTF2IRD2B,0.89,0.87,0.64
GTF2IRD2B,0.18,0.25,0.19
GTF2IRD2B,0.22,0.15,0.15
GTF2IRD2B,0.23,0.15,0.15
GTF2IRD2B,0.26,0.17,0.17
LOC100093631,0.02,0.01,0.01
GTF2IP1,0.01,0,0.01
PMS2L14,0.16,0.22,0.13
PMS2L14,0.05,0.13,0.06
PMS2L2,0.08,0.14,0.09
PMS2L2,0.06,0.15,0.13
PMS2L14,0.1,0.22,0.24
WBSCR16,0.07,0.06,0.02
AL831977,0.35,0.53,0.4
DQ571357,0.45,0.64,0.48
GATSL2,0,0.01,0.01
PMS2L2,0.21,0.33,0.26
BC047594,0.1,0.16,0.11
BC110795,0.11,0.16,0.12
PMS2L14,0.1,0.19,0.08
PMS2L14,0.06,0.15,0.06
PMS2P5,0.08,0.17,0.1
PMS2L14,0.16,0.3,0.27
SPDYE8P,0.08,0.11,0.07
SPDYE8P,0.1,0.14,0.1
SPDYE8P,0.1,0.15,0.11
PMS2L2,0.16,0.28,0.24
STAG3L1,0.08,0.08,0.06
STAG3L1,0.27,0.3,0.37
STAG3L1,0.04,0.04,0.1
STAG3L1,0.05,0.03,0.03
BC073780,0.06,0.06,0.03
FKBP6,0.01,0.04,0.03
TRIM73,0.01,0.03,0.02
TRIM73,0.01,0.04,0.02
TRIM73,0,0.04,0.02
NSUN5P1,1.62,1.2,1.35
POM121C,6.7,5.3,5.23
POM121C,6.67,5.42,5.25
POM121C,6.46,4.83,5.09
SPDYE5,0.1,0.08,0.09
PMS2P3,1.94,1.31,1.46
PMS2P3,1.78,1.16,1.28
PMS2P3,1.54,1.03,1.04
HIP1,27.44,33.33,22.5
HIP1,27.2,33.13,22.36
CCL26,0.23,0.15,0.1
RHBDD2,36.35,34.78,38.58
RHBDD2,40.65,39.9,43.91
POR,37.17,29.69,40.96
SNORA14A,0.1,0,0
POR,16.26,13.02,16.79
POR,36.19,28.29,40.31
POR,33.09,26.13,37.16
TMEM120A,25.56,16.22,26.99
TMEM120A,22.51,13.92,24.58
TMEM120A,24.65,16.15,26.33
TMEM120A,18.03,11.95,18.47
STYXL1,10.59,12.99,10.02
STYXL1,10.35,12.04,9.04
STYXL1,9.89,12.74,9.14
STYXL1,9.98,11.74,8.78
STYXL1,10.07,12.1,9.38
STYXL1,8.68,10.4,7.97
STYXL1,8.75,10.49,8.03
STYXL1,4.95,5.24,4.17
STYXL1,6.36,7.26,5.5
STYXL1,8.66,9.55,7.62
MDH2,156.83,161.83,206.12
MDH2,136.72,141.15,178.71
MDH2,152.48,156.47,199.1
SRRM3,0.25,1.48,1.01
SRRM3,0,0.01,0
SRRM3,0.42,2.46,1.73
BC063788,0.43,1.98,1.42
HSPB1,117.43,192.52,191.9
HSPB1,88.24,147.58,147.4
AX747594,0.22,0.23,0.24
YWHAG,70.77,81.47,77.35
SRCRB4D,0.5,0.22,0.26
SRCRB4D,0.27,0.12,0.13
ZP3,1.22,1.04,1.16
ZP3,1.34,1.09,1.25
ZP3,1.12,0.89,1
DTX2,3.5,3.16,3.75
DTX2,3.48,3.09,3.69
DTX2,3.7,3.32,3.95
DTX2,3.74,3.32,4.03
FDPSP2,0.99,1.08,0.79
DTX2,4.38,3.89,4.72
DTX2,3.72,3.46,4.21
DTX2,1.65,1.58,1.56
DTX2,2.9,2.72,3.23
DTX2,3.82,3.6,4.23
UPK3B,0.16,0.13,0.18
UPK3B,0.16,0.12,0.19
UPK3B,0.16,0.11,0.17
BC090058,3.16,3.35,2.61
LOC100133091,1.12,0.61,0.89
POMZP3,2.2,1.32,1.97
POMZP3,2.49,1.51,2.25
POMZP3,1.84,1.13,1.57
DTX2P1-UPK3BP1-PMS2P11,0.38,0.29,0.33
DTX2P1-UPK3BP1-PMS2P11,0.51,0.42,0.45
LOC100132832,0.76,0.38,0.51
CCDC146,0.7,0.95,0.6
FGL2,0.86,0.09,0.06
CCDC146,0.83,0.98,0.66
CCDC146,0.68,0.9,0.61
GSAP,0.16,0.08,0.09
GSAP,0.1,0.04,0.05
GSAP,0.07,0.05,0.05
GSAP,0.02,0.02,0.02
PTPN12,30.61,26.67,29.06
PTPN12,31.24,27.31,29.68
PTPN12,30.21,26.37,28.77
PTPN12,13.57,12.5,13.17
PTPN12,5.32,6.3,5.98
PTPN12,31.32,27.4,30.06
BC037783,0.81,1.33,0.73
RSBN1L-AS1,2.39,1.83,1.94
RSBN1L-AS1,3.52,2.47,3.24
RSBN1L,7.3,6,6.64
TMEM60,17.85,13.3,18.75
TMEM60,16.98,12.19,18.15
PHTF2,9.51,13.82,13.62
PHTF2,19.41,29.28,27.12
PHTF2,16.46,22.58,17.93
PHTF2,16.67,22.65,17.98
PHTF2,8.54,12.43,12.31
PHTF2,16.29,22.08,17.38
PHTF2,16.67,22.72,17.93
PHTF2,15.77,21.3,16.67
PHTF2,16.05,21.68,16.97
PHTF2,14.43,21.5,20.06
PHTF2,18.39,28.16,25.56
AK124308,0.06,0.06,0.08
MAGI2,4.07,4.18,1.76
MAGI2,4.04,4.15,1.74
MAGI2,3.6,3.71,1.74
MAGI2,4.34,4.26,2.15
MAGI2,2.62,2.49,1.35
MAGI2,2.71,2.57,1.39
RPL13AP17,0.01,0.01,0
MAGI2-AS3,0.23,0.02,0
MAGI2-AS3,0.22,0.02,0
MAGI2-AS3,0.48,0.14,0.13
MAGI2-AS3,0.5,0.05,0.04
GNAI1,7.62,9.33,10.87
GNAI1,6.92,8.43,9.84
CD36,0.02,0.02,0.01
CD36,0.01,0.01,0.01
CD36,0.02,0.01,0.01
CD36,0.02,0.01,0.01
CD36,0.06,0.08,0.03
CD36,0.02,0.01,0.01
CD36,0.02,0.01,0.01
CD36,0.02,0.02,0.01
CD36,0.02,0.02,0.01
SEMA3C,0.23,0.28,0.82
SEMA3C,0.24,0.29,0.85
SEMA3C,0.18,0.15,0.47
AY927633,0,0,0
HGF,0.1,0.49,0.33
HGF,0.09,0.48,0.32
HGF,0.11,0.44,0.34
HGF,0.1,0.4,0.32
HGF,0.09,0.26,0.19
HGF,0.03,0.11,0.1
AK092048,0.18,0.06,0.56
CACNA2D1,0.08,0.06,0.5
CACNA2D1,0.15,0.07,0.71
AK055932,0.04,0.06,0.05
PCLO,0.02,0,0.01
PCLO,0.03,0,0.01
PCLO,0.03,0,0.01
PCLO,0.02,0,0.01
PCLO,0.02,0.01,0.02
SEMA3E,4.9,7.55,5.53
SEMA3E,4.83,7.58,5.52
SEMA3A,2.14,2.79,1.27
SEMA3D,0.06,0.05,0.05
SEMA3D,0.06,0.05,0.05
SEMA3D,0.06,0.05,0.05
SEMA3D,0.02,0.04,0.04
GRM3,1.96,1.44,1.12
GRM3,1.71,1.16,1
GRM3,1.82,1.37,0.99
GRM3,1.67,1.24,0.85
KIAA1324L,0.1,0.02,0.13
KIAA1324L,0.14,0.06,0.18
KIAA1324L,0.14,0.06,0.17
KIAA1324L,0.1,0.02,0.15
BC035377,0.71,0.11,0.38
DMTF1,10.33,9.24,9.54
DMTF1,9.84,8.89,9.1
DMTF1,9.92,8.96,9.19
DMTF1,10.31,9.23,9.54
DMTF1,9.51,8.54,8.72
DMTF1,9.7,8.68,9.03
DMTF1,5.39,4.64,4.54
DMTF1,8.69,7.89,8.08
DMTF1,8.5,7.64,7.64
TMEM243,5.62,4.34,4.75
TP53TG1,4.29,5.12,4.04
TP53TG1,3.5,4.24,3.3
TP53TG1,3.53,4.04,2.93
CROT,1.51,0.88,1.12
CROT,2.35,1.26,1.11
CROT,2.51,1.33,1.19
ABCB4,0.14,0.16,0.07
ABCB4,0.15,0.17,0.07
ABCB4,0.15,0.18,0.07
ABCB4,0.06,0.04,0.04
ABCB1,0,0,0.01
ABCB1,0,0,0.01
RUNDC3B,0.01,0.01,0
RUNDC3B,0.01,0.01,0
RUNDC3B,0.01,0.01,0
RUNDC3B,0.01,0.01,0
SLC25A40,10.03,12,13.88
DBF4,6.68,4.99,9.44
DBF4,6.8,5.08,9.57
DBF4,6.28,4.66,8.76
DBF4,6.72,5.05,9.5
ADAM22,8.65,9.9,9.51
ADAM22,4.59,5.29,5.27
ADAM22,10.94,12.38,12.67
ADAM22,11.59,13.07,13.39
ADAM22,9.02,9.43,9.51
ADAM22,9.09,9.41,9.55
ADAM22,9.19,9.6,9.69
ADAM22,10.61,12.03,12.36
SRI,83.35,56.9,82.42
SRI,68.79,45.9,65.6
SRI,82.66,56.42,81.87
SRI,122.78,89.09,129.56
SRI,122.28,88.88,129.6
SRI,83.62,60.92,88.78
STEAP4,0.03,0.04,0.01
STEAP4,0.03,0.04,0.01
STEAP4,0.03,0.05,0.01
ZNF804B,0,0,0
DPY19L2P4,0.21,0.25,0.3
STEAP1,0.13,0.01,0.04
STEAP1,0.18,0.03,0.03
STEAP2,0.02,0,0.02
STEAP2,0.02,0,0.01
STEAP2,0.51,0.61,0.49
STEAP2,0.52,0.62,0.49
STEAP2,0.02,0,0.01
STEAP2,0.53,0.64,0.51
STEAP2,0.02,0,0.01
C7orf63,0.06,0.1,0.05
C7orf63,0.08,0.07,0.04
C7orf63,0.1,0.08,0.05
C7orf63,0.1,0.08,0.04
C7orf63,0.11,0.07,0.04
C7orf63,0.12,0.06,0.04
GTPBP10,4.75,4.53,4.64
GTPBP10,5.21,4.97,5.08
GTPBP10,4.3,4.07,4.41
GTPBP10,4.19,3.76,4.13
GTPBP10,2.59,2.19,2.22
GTPBP10,2.42,2,2.05
GTPBP10,2.46,2.05,2.1
CLDN12,6.24,7.42,8.18
CLDN12,6.48,7.71,8.47
LOC101409256,1.29,1.21,1.07
CLDN12,6.28,7.6,8.36
CLDN12,6.34,7.73,8.47
CLDN12,6.43,7.79,8.55
CLDN12,6.41,8.19,8.98
CDK14,6.06,3.69,4.26
CDK14,7.07,4.24,4.9
CDK14,6.79,4.06,4.7
CDK14,0.81,0.63,0.67
CDK14,9.17,6.1,5.97
CDK14,9.13,6.02,5.89
CDK14,9.1,6.03,5.85
CDK14,8.77,5.85,5.61
FZD1,22.99,15.76,12.79
MTERF,0.42,0.44,0.47
MTERF,2.48,1.39,1.36
MTERF,2.33,1.28,1.24
MTERF,2.47,1.37,1.31
AKAP9,2.74,2.43,2.03
AKAP9,3.21,2.94,2.46
AKAP9,4.31,3.99,3.19
AKAP9,4.31,3.98,3.19
AKAP9,4.37,4.06,3.23
AKAP9,4.64,4.17,3.16
AKAP9,2.3,2.23,1.42
AKAP9,3.67,3.36,2.77
CYP51A1,75.9,29.94,60.2
CYP51A1,77,30.01,60.42
CYP51A1,63.72,24.87,50.04
AL133568,0.09,0.06,0.05
LRRD1,0.76,0.85,0.66
LRRD1,0.61,0.68,0.53
LRRD1,0.02,0.01,0.02
KRIT1,5.75,5.48,5.05
KRIT1,7.35,6.98,6.34
KRIT1,6.84,6.5,5.86
KRIT1,7.15,6.77,6.11
KRIT1,6.75,6.41,5.78
KRIT1,6.87,6.53,5.88
KRIT1,6.61,6.29,5.67
ANKIB1,15.1,19.52,14.94
ANKIB1,14.69,18.96,14.61
GATAD1,10.78,11.6,13.7
GATAD1,11.51,12.62,14.67
ERVW-1,0.22,0.39,0.21
PEX1,5.37,5.21,4.88
PEX1,5.28,5.12,4.79
PEX1,5.26,5.19,4.85
PEX1,5.14,5.2,4.49
PEX1,5.54,5.12,5.16
RBM48,2.95,2.28,2.77
RBM48,5.9,4.93,5.36
RBM48,2.7,2.33,2.54
MGC16142,0.47,0.44,0.36
FAM133B,3.41,1.88,2.5
FAM133B,3.52,1.95,2.6
FAM133B,3.19,1.75,2.35
CDK6,26.51,13.9,18.43
CDK6,26.34,13.81,18.3
SAMD9,0.53,0.66,0.59
SAMD9,0.53,0.66,0.58
SAMD9,0.6,0.65,0.61
SAMD9L,0.23,0.29,0.58
SAMD9L,0.23,0.3,0.57
SAMD9L,0.23,0.3,0.59
SAMD9L,0.23,0.31,0.58
SAMD9L,0.23,0.3,0.59
SAMD9L,0.24,0.31,0.59
SAMD9L,0.24,0.31,0.6
SAMD9L,0.23,0.36,0.69
HEPACAM2,0,0.03,0.04
HEPACAM2,0,0.03,0.04
HEPACAM2,0,0.03,0.06
HEPACAM2,0,0.03,0.05
CCDC132,3.99,2.74,2.92
CCDC132,3.44,2.38,2.35
CCDC132,3.39,2.34,2.3
CCDC132,3.21,2.25,2.21
CCDC132,3.07,2.08,2.03
GNGT1,0.2,0.23,0.15
TFPI2,0.23,0.4,0.26
TFPI2,0.23,0.41,0.27
TFPI2,0.25,0.44,0.29
GNG11,24.54,14,12.05
BET1,1.26,1.13,1.17
BET1,4.93,3.85,4.62
COL1A2,0.32,0.01,0.02
COL1A2,0.21,0,0.01
COL1A2,0.34,0,0
CASD1,4.03,3.15,2.46
CASD1,4.67,3.72,2.62
CASD1,4.58,3.66,2.56
SGCE,0.01,0.02,0.01
SGCE,0.01,0.02,0
SGCE,0.01,0.02,0
SGCE,0.01,0.02,0
SGCE,0.01,0.01,0
PEG10,0,0,0
PEG10,0,0,0
PEG10,0,0.01,0
PPP1R9A,1.21,1.05,0.5
PPP1R9A,1.21,1.04,0.51
PPP1R9A,1.25,1.09,0.51
PPP1R9A,1.25,1.08,0.51
PPP1R9A,1.23,1.06,0.51
PPP1R9A,1.23,1.08,0.49
PON3,0.01,0.01,0
PON3,0.03,0.04,0.02
PON2,47.72,51.15,27.62
PON2,50.09,53.69,29.04
PON2,48.52,52.28,28.05
PON2,47.47,50.72,27.66
ASB4,0.01,0.01,0
ASB4,0.03,0.01,0.02
PDK4,3.42,2.14,1.53
PDK4,3.59,2.15,1.5
DYNC1I1,5.25,3.66,5.45
DYNC1I1,5.35,3.72,5.55
DYNC1I1,5.46,3.8,5.66
DYNC1I1,5.39,3.73,5.56
DYNC1I1,5.71,3.95,5.89
SLC25A13,14.09,5.85,8.09
SLC25A13,14.34,5.97,8.18
SLC25A13,14.41,5.93,8.21
U6,0,0.13,0
C7orf76,0,0,0.01
C7orf76,0,0,0.01
LOC100506136,0.02,0.02,0.03
SHFM1,22.44,12.44,18.81
SHFM1,98.89,50.29,83.31
Evf1_2,0.2,0,0
DLX6-AS1,0.32,0.03,0.01
DLX6-AS1,0.79,0.4,0.38
DLX6-AS1,0.9,0.51,0.51
DLX6,0.02,0,0.01
DLX5,5.33,5.35,9.07
DLX5,3.99,3.92,7.09
ACN9,5.51,2.39,3.28
ASNS,20.83,79.41,80.32
ASNS,23.58,90.39,91.55
ASNS,22.27,83.79,84.79
ASNS,20.67,78.07,79.12
ASNS,22.68,84.46,86.13
ASNS,22.83,86.98,88.19
MGC72080,0.58,0.57,0.51
MGC72080,1.46,0.71,0.59
MGC72080,1.25,0.7,0.61
BC122864,0.25,0.49,0.33
LMTK2,5.44,6.06,5.16
BHLHA15,0.07,0,0
BHLHA15,0.06,0,0
BHLHA15,0.07,0,0
TECPR1,6.31,6.47,5.75
TECPR1,5.35,5.54,4.86
BRI3,124.96,84.95,139.12
BRI3,59.7,39.11,68.68
BAIAP2L1,0.47,0.22,0.41
hCG_2023280,0.51,0.47,0.56
NPTX2,4.52,0.77,2.36
TMEM130,2.62,1.67,2.51
TMEM130,2.61,1.67,2.53
TMEM130,2.55,1.65,2.49
TMEM130,2.59,1.66,2.43
TRRAP,8.59,11.01,8.72
TRRAP,8.72,11.14,8.84
TRRAP,8.86,11.32,9
AK001533,0.84,0.68,0.68
SMURF1,5.41,5.44,5.61
SMURF1,5.55,5.6,5.77
SMURF1,5.56,5.6,5.78
KPNA7,0.01,0.03,0.01
MYH16,0.01,0.01,0.02
ARPC1A,68.37,48.47,56.98
ARPC1A,63.11,45.03,52.52
ARPC1A,40.61,29.47,34.46
ARPC1B,12.29,11.13,13.81
PDAP1,37.33,27.8,31.58
BUD31,40.8,30.21,43.9
BUD31,61.1,44.88,64.24
BUD31,35.11,25.75,38.09
BUD31,49.83,36.38,52.79
PTCD1,8.27,6.83,8.05
ATP5J2-PTCD1,10.25,7.91,9.49
CPSF4,14.74,11.7,14.44
CPSF4,14.87,12.1,14.96
CPSF4,14.54,11.65,14.36
CPSF4,13.7,10.94,13.46
ATP5J2,142.02,86.1,123.8
ATP5J2,148.02,90.34,129.13
ATP5J2,80.96,48.11,69.69
ATP5J2,85.94,51.86,74.12
ZNF789,1.22,0.4,0.72
ZNF789,2.35,0.66,0.86
ZNF789,2.19,0.62,0.78
ZNF789,2.25,0.63,0.75
ZNF394,4.84,4.2,5.66
ZNF394,4.93,4.25,5.7
ZNF394,2.34,2.3,2.81
AJ297365,4.39,4.31,4.59
ZKSCAN5,5.72,5.59,6.48
ZKSCAN5,5.71,5.61,6.49
ZKSCAN5,5.59,5.43,6.3
ZKSCAN5,5.72,5.59,6.46
ZKSCAN5,5.43,5.46,6.19
FAM200A,4.72,3.36,3.74
FAM200A,4.77,3.44,3.78
FAM200A,5.24,3.73,4.28
ZNF655,4.06,2.49,2.41
ZNF655,4.1,2.59,2.56
ZNF655,3.8,2.4,2.37
ZNF655,10.67,7.99,9.28
ZNF655,10.76,8.08,9.4
ZNF655,3.71,2.28,2.15
ZNF655,3.69,2.35,2.28
ZNF655,10.81,8.12,9.45
ZNF655,10.9,8.22,9.58
ZNF655,8.8,6.95,7.75
ZNF655,11.33,8.55,9.98
LOC100289187,0.24,1.29,0.63
LOC100289187,0.24,1.26,0.62
LOC100289187,0.24,1.28,0.63
ZSCAN25,3.37,1.93,2.62
ZSCAN25,3.31,1.92,2.58
ZSCAN25,2.54,1.46,1.96
ZSCAN25,1.19,0.68,0.89
ZSCAN25,3.33,1.91,2.69
ZSCAN25,2.53,1.53,2.02
CYP3A5,0.02,0.06,0.03
CYP3A5,0.03,0.06,0.04
CYP3A5,0.03,0.07,0.04
